date,mp3 download,YouTube,Tubidy download,Netflix,Goojara movies,Netnaija movies,Disney+,canvas prints,digital art,We Buy Cars,AutoTrader,Toyota,BMW,Mercedes Benz,Cars for Sale,Hyundai,Volkswagen Polo,Cars,Renault Kiger,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C,magazines,news subscription,Facebook,Online Marketplace,Dog Food,Puppies for Sale,Pet shop,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football,Lodging,Flight,Hotel,Guest House,Booking,FlySafair,Lift Airline,Car Rental
2019-02-03,77,59,6,16,0,0,20,0,0,12,37,62,66,28,27,24,0,82,0,61,24,44,0,60,80,13,3,0,0,89,0,0,18,41,0,0,0,0,28,33,0,0,0,0,0,0,0,83,21,23,8,36,57,17,44,0,12,3,30,0,25,56,0,0,0,5,47,0,24,7,14,6,40,12,14,0,0,22,0,0,0,0,81,11,0,30,67,0,0,0,0,0,0,48,29,0,3,0,0,0,11,6,71,20,53,0,0,0,46,39,45,28,59,28,21,0,18,22,8,0.0,0.0,80,0,21,67,0,21,38,0,82,32,69,0,0,0,32,17,8,63,32,0,37,13,57,22,61,12,12,7,50,13,0,0,20,0,69,0,45,70,21,13,6,0,10
2019-02-04,58,58,4,10,0,0,16,0,0,15,31,71,63,23,26,30,0,75,0,56,30,65,0,60,64,9,3,2,0,90,0,0,19,42,0,28,0,0,28,14,0,0,0,35,0,0,0,89,28,28,12,30,60,23,49,0,22,5,60,0,51,87,0,0,0,4,30,0,16,9,16,8,24,5,6,0,0,19,0,0,0,0,46,9,0,27,84,0,0,0,0,0,0,59,76,0,2,0,0,0,13,6,69,22,54,17,0,0,36,32,59,36,76,32,22,0,15,40,9,0.0,0.0,77,0,40,53,0,29,43,0,81,38,74,0,0,0,47,21,0,62,33,0,32,12,39,23,57,12,6,7,22,13,0,0,20,0,50,0,49,89,27,18,6,0,13
2019-02-05,59,71,5,10,0,0,15,0,0,14,33,70,61,25,20,30,2,74,0,67,39,55,0,62,66,8,2,0,0,61,15,0,0,56,0,0,0,0,17,32,0,0,0,37,0,0,0,82,21,25,14,37,60,26,50,0,23,6,51,0,43,78,0,0,0,4,43,0,17,5,15,5,29,7,7,0,0,42,0,0,0,0,51,9,0,33,74,0,0,0,0,0,15,49,80,0,2,0,0,0,10,0,66,24,42,17,0,0,40,33,57,32,69,27,19,1,13,42,10,0.0,0.0,79,0,21,34,0,27,40,0,74,35,62,24,0,26,58,20,10,45,38,0,27,11,39,18,58,12,7,8,21,12,3,0,13,0,46,0,45,86,34,17,6,0,13
2019-02-06,61,63,4,10,0,0,15,0,0,14,33,77,60,23,23,24,3,75,0,67,41,66,0,60,65,11,2,2,15,81,14,0,0,39,0,27,0,0,24,59,0,0,0,28,0,0,0,89,25,24,13,40,58,20,48,0,21,5,50,0,43,74,0,0,0,4,28,0,17,8,15,6,26,7,0,0,0,49,0,0,0,0,77,8,0,29,79,0,0,0,0,0,0,53,64,0,4,0,0,0,12,6,59,28,44,0,0,0,42,32,56,31,65,28,20,0,14,42,9,0.0,0.0,75,0,24,38,0,22,43,0,78,32,53,0,0,0,50,24,0,54,28,0,28,16,43,22,64,12,6,19,17,13,4,0,14,0,49,0,47,84,36,20,7,0,11
2019-02-07,65,72,5,11,0,0,17,0,0,12,34,73,69,26,28,28,0,78,0,52,29,58,0,49,62,8,2,0,15,68,0,0,0,53,0,0,0,0,30,30,0,0,0,39,0,0,0,89,23,28,12,32,58,23,44,0,19,5,49,0,39,65,0,0,0,0,40,0,33,5,14,8,35,8,4,0,0,19,0,0,0,0,68,8,0,24,79,0,0,0,0,0,0,49,74,0,4,0,0,0,12,0,57,21,57,0,0,0,29,36,64,32,82,28,21,0,15,39,10,100.0,0.0,80,0,19,48,0,24,39,0,76,32,56,0,0,0,59,18,10,56,36,0,31,14,46,18,60,12,6,10,21,12,0,0,14,0,45,0,47,80,29,16,6,0,12
2019-02-08,77,72,5,12,0,0,27,0,0,15,29,74,68,28,26,30,0,80,0,55,32,66,0,71,70,12,2,2,0,77,23,0,0,52,0,0,0,0,23,38,0,0,0,32,0,0,0,88,26,26,12,27,60,18,44,0,19,4,51,0,41,62,0,0,0,0,54,0,36,10,13,9,43,15,11,0,0,45,0,0,0,0,45,9,0,29,67,0,0,0,0,0,0,51,59,0,0,0,0,0,9,7,67,24,74,0,0,0,46,36,58,30,70,30,21,0,15,38,10,0.0,0.0,83,0,21,35,0,23,38,0,76,29,48,0,0,0,53,24,8,58,36,0,33,17,46,20,58,13,7,5,13,11,0,0,12,0,44,0,49,89,32,17,6,0,13
2019-02-09,82,68,5,16,0,0,24,0,0,12,30,70,78,25,26,28,0,85,0,70,34,43,0,57,80,12,3,0,20,74,23,0,0,45,0,0,0,0,16,35,0,0,0,50,0,0,0,82,19,28,6,35,69,18,46,0,13,4,29,0,29,54,0,0,0,0,52,0,30,10,16,7,36,11,16,0,0,56,0,0,0,0,90,11,0,31,71,0,0,0,0,0,0,29,37,0,0,0,0,0,10,0,75,32,62,0,0,0,51,44,52,30,58,27,23,1,17,23,9,0.0,0.0,80,0,36,81,0,20,37,0,86,26,63,0,0,0,46,24,18,68,36,0,40,15,58,22,57,50,35,9,58,16,0,0,17,0,78,0,51,76,24,14,6,0,8
2019-02-10,73,62,6,16,0,0,28,0,0,11,33,62,64,28,26,26,0,81,0,74,44,29,0,63,74,11,3,0,25,100,0,0,0,37,0,0,0,0,23,36,0,0,0,0,0,0,0,78,21,28,8,37,48,20,54,0,11,3,24,0,22,48,0,0,0,0,34,0,34,9,19,8,39,9,7,0,0,20,0,0,0,0,79,10,0,29,75,0,0,0,0,0,0,32,47,0,3,0,0,0,12,0,72,24,60,0,0,17,47,41,50,28,57,25,21,0,16,21,6,0.0,0.0,78,0,38,49,0,21,48,0,92,32,62,0,0,0,32,21,0,63,42,0,38,8,53,20,56,10,7,8,61,11,0,0,11,0,79,0,62,79,23,16,7,0,11
2019-02-11,51,57,3,10,0,0,21,0,0,13,30,70,64,26,22,28,0,76,0,57,23,51,0,47,60,9,2,2,0,71,0,0,0,47,0,0,0,0,21,20,0,0,0,27,0,0,0,82,21,26,12,31,54,25,49,0,17,3,50,0,38,69,0,0,0,0,33,0,22,6,12,7,23,6,6,0,0,17,0,0,0,0,42,6,0,27,78,0,0,0,0,0,0,51,71,0,2,0,0,0,8,0,65,26,59,0,0,0,40,36,55,33,70,26,20,0,14,40,11,0.0,0.0,77,0,30,31,0,21,38,0,81,36,48,0,0,0,68,22,9,52,28,0,33,10,32,20,62,9,6,6,20,10,0,0,9,0,45,0,49,91,34,18,6,0,12
2019-02-12,52,65,4,9,0,0,18,0,0,12,31,65,69,28,24,26,0,71,0,51,25,55,0,74,60,7,1,0,0,70,0,0,19,60,0,0,0,8,29,19,0,0,0,29,0,0,0,83,22,27,13,28,50,29,51,0,17,4,44,0,39,72,0,0,0,0,53,0,22,7,16,7,24,6,6,0,0,44,0,0,0,0,51,8,0,34,71,0,0,0,0,0,0,61,76,0,4,0,0,0,8,5,56,25,73,0,0,0,43,33,61,34,71,29,20,0,13,41,12,0.0,0.0,71,0,22,36,0,25,38,0,79,37,52,0,0,0,59,19,11,48,25,0,28,8,43,24,56,9,21,19,11,12,0,0,9,0,53,0,47,89,28,18,8,0,12
2019-02-13,56,62,4,9,0,0,21,0,0,11,29,65,59,23,26,27,0,72,0,58,29,61,0,60,61,9,3,0,0,66,14,0,0,34,0,0,0,0,22,59,0,0,0,0,0,0,0,81,22,29,12,26,45,19,43,0,16,4,43,0,39,62,0,0,0,0,30,0,19,10,16,4,26,8,6,0,0,56,0,0,0,0,75,8,0,32,70,0,0,0,0,0,0,44,77,0,2,0,0,0,11,0,62,21,64,0,0,0,27,28,55,31,66,26,19,0,14,40,11,0.0,0.0,72,0,16,39,0,19,29,0,76,27,62,0,0,0,42,21,0,47,23,0,26,9,37,23,61,8,6,8,7,10,0,0,8,0,46,0,43,83,29,15,7,0,11
2019-02-14,58,67,4,10,0,0,19,0,0,13,30,68,56,24,25,24,0,73,0,37,21,47,0,87,55,9,2,0,19,76,0,0,0,74,0,0,0,0,20,42,0,0,0,0,0,0,0,76,19,26,14,24,59,19,39,0,17,4,44,0,42,59,0,0,0,0,52,0,29,9,16,6,49,10,13,0,0,19,0,0,0,0,64,9,0,26,71,0,0,0,0,0,0,34,57,0,0,0,0,0,7,0,55,20,53,0,0,0,33,32,55,32,60,27,20,0,14,37,10,0.0,0.0,82,0,25,34,0,21,37,0,65,24,34,0,0,0,43,20,10,51,27,0,28,9,41,19,59,8,5,5,6,10,3,0,11,0,42,0,47,90,26,11,6,0,9
2019-02-15,68,71,5,13,0,0,17,0,0,12,30,81,70,23,27,25,0,76,0,58,40,55,0,63,68,12,3,0,0,87,21,0,0,44,0,0,0,0,23,38,0,0,0,44,0,0,0,90,23,30,14,28,50,20,51,0,20,6,52,0,51,62,0,0,0,0,58,0,29,6,13,6,46,12,10,0,0,51,0,0,0,0,50,9,0,22,67,0,0,0,0,0,0,47,77,0,4,0,0,0,8,0,60,16,60,0,0,0,28,32,60,33,72,29,20,0,15,40,11,0.0,0.0,79,0,33,39,0,19,37,0,80,27,48,0,0,0,38,16,13,64,26,0,32,15,57,23,59,8,4,4,8,8,0,0,14,0,42,0,45,92,35,15,8,0,9
2019-02-16,87,67,7,17,0,0,29,0,0,14,30,75,71,23,27,30,0,83,0,54,29,33,0,65,78,9,3,0,34,61,0,0,0,55,0,0,0,0,19,39,0,0,0,0,0,0,0,86,20,24,11,32,60,15,50,0,13,4,30,0,52,47,0,0,0,0,50,0,33,12,17,7,40,10,13,0,0,68,0,0,0,0,92,10,0,21,64,0,0,0,0,0,0,25,29,0,3,0,0,0,12,8,76,22,59,0,0,0,40,43,58,29,55,29,21,1,20,24,8,0.0,0.0,76,0,21,57,0,18,28,0,81,31,76,0,0,0,35,14,0,71,39,0,39,12,55,26,73,10,5,4,16,10,0,0,13,0,60,0,41,71,31,13,5,0,7
2019-02-17,78,62,5,16,0,0,27,0,0,9,35,81,75,25,29,25,0,79,0,57,41,32,0,72,75,11,3,0,0,79,22,0,19,89,0,46,0,0,22,33,0,0,0,0,0,0,0,83,21,23,9,35,65,21,43,0,9,4,25,0,58,40,0,0,0,0,46,0,31,10,14,7,35,11,10,0,0,24,0,0,0,0,83,11,0,23,59,0,0,0,0,0,0,29,38,0,0,0,0,0,14,6,72,24,67,0,0,0,47,43,42,27,53,28,20,0,15,21,8,0.0,0.0,76,0,24,68,0,23,43,0,95,30,61,0,0,0,39,13,0,74,32,0,32,15,63,17,72,35,5,4,11,11,0,0,16,0,68,0,61,76,21,17,7,0,9
2019-02-18,54,62,3,10,0,0,16,0,0,14,33,90,65,22,25,31,0,77,0,48,35,63,0,50,62,9,3,0,0,71,20,0,0,70,0,0,0,0,18,16,0,0,0,0,0,0,0,87,23,22,14,28,53,29,50,0,15,4,48,0,51,75,0,0,0,0,34,0,16,7,13,7,25,6,0,0,0,22,0,0,0,0,44,7,0,25,82,0,0,0,0,0,0,52,76,0,2,0,0,0,7,8,73,22,47,0,0,0,37,32,56,33,68,31,21,0,13,41,11,0.0,0.0,78,0,31,27,0,23,44,0,76,37,50,0,0,0,57,20,0,53,30,0,35,11,42,15,56,11,5,4,8,9,0,0,13,0,48,0,54,90,32,24,6,0,12
2019-02-19,55,64,5,10,1,0,12,9,0,13,30,100,59,26,22,29,0,75,0,51,37,55,0,54,66,9,2,0,0,74,0,15,23,90,0,27,0,0,27,22,0,0,0,59,0,0,0,85,26,28,15,28,59,28,54,0,16,6,45,0,43,66,0,0,0,0,57,0,22,8,14,4,26,7,5,0,0,56,0,0,0,0,59,8,0,39,82,0,0,0,0,0,0,51,75,0,4,0,0,0,9,4,70,17,57,15,0,0,33,33,56,38,71,28,21,0,13,41,9,0.0,0.0,77,0,35,43,0,25,39,0,84,30,78,0,0,0,54,27,0,58,31,0,25,13,48,18,57,9,5,15,9,11,0,0,11,0,52,0,53,92,30,20,9,0,15
2019-02-20,56,65,4,9,0,0,12,0,0,13,29,90,61,28,25,29,0,72,0,61,23,63,0,62,62,8,0,2,0,87,14,0,0,85,0,0,0,0,24,71,0,0,0,56,0,0,0,82,23,30,14,24,86,24,39,0,16,5,45,0,40,61,0,0,0,5,39,0,25,6,13,7,28,7,4,0,0,100,0,0,0,0,91,8,0,29,79,0,0,0,0,0,16,38,62,0,3,0,0,0,8,0,66,22,59,0,0,0,44,32,58,34,70,40,21,1,13,39,10,0.0,0.0,71,0,22,40,0,23,43,0,75,33,49,0,0,0,75,17,14,52,31,0,31,11,50,21,67,8,15,7,9,11,0,0,11,0,41,0,53,90,34,21,9,0,10
2019-02-21,59,77,5,10,0,0,23,0,0,16,28,92,60,25,25,25,0,81,0,54,34,52,0,47,74,13,2,2,0,76,0,0,17,54,28,27,0,0,32,25,0,0,0,38,0,0,0,87,24,27,14,30,100,28,48,0,15,5,45,0,43,68,0,0,0,0,42,0,20,9,12,5,32,5,5,0,0,21,0,0,0,0,64,8,0,28,83,0,0,0,0,0,0,52,65,0,4,0,0,0,7,4,70,19,45,0,0,0,36,39,58,37,73,43,23,0,15,39,10,0.0,0.0,75,0,30,47,0,22,36,0,80,30,57,0,0,0,38,17,13,59,30,0,33,11,48,23,69,8,7,3,8,10,0,0,11,0,41,0,54,86,28,22,8,0,13
2019-02-22,68,77,6,13,0,0,24,0,0,12,28,86,66,26,23,28,0,74,0,61,54,47,0,47,73,10,3,0,0,83,35,0,0,69,43,0,0,0,29,47,0,0,0,57,0,0,0,82,22,28,13,31,79,22,42,0,18,6,49,0,46,63,0,0,0,5,57,0,33,10,14,10,47,13,15,0,0,34,0,0,0,0,34,9,0,29,76,0,0,0,0,0,0,54,75,0,2,0,0,0,6,0,71,19,66,18,0,0,31,36,56,39,66,42,21,0,16,37,13,0.0,0.0,78,0,25,44,0,23,35,0,80,26,70,0,0,0,57,25,8,64,48,0,33,12,53,25,63,9,5,4,13,9,0,0,13,0,46,0,50,85,33,24,8,0,13
2019-02-23,82,69,6,16,0,0,21,0,0,11,34,91,77,31,29,27,0,81,0,54,42,46,0,54,87,13,3,0,0,83,20,0,0,72,0,0,0,0,15,28,0,0,0,36,0,0,0,87,22,29,9,26,67,21,45,0,13,5,32,0,32,51,0,0,0,0,51,0,36,7,14,8,46,13,8,0,0,34,0,0,0,0,73,10,0,25,65,0,0,0,0,0,0,39,36,0,3,0,0,0,13,5,80,28,69,0,0,0,36,38,53,33,65,41,24,0,16,23,11,0.0,0.0,79,0,28,61,0,25,34,0,93,31,70,0,0,0,30,20,9,63,37,0,44,13,67,30,62,25,20,21,41,15,0,0,16,0,68,0,48,78,26,18,6,0,10
2019-02-24,75,61,6,15,0,0,33,0,0,11,34,74,70,22,26,24,0,79,0,65,45,34,0,48,83,10,3,0,0,70,0,0,20,59,0,0,0,0,24,29,0,0,0,0,0,0,0,71,20,26,8,25,71,18,37,0,13,3,27,0,22,40,0,0,0,0,44,0,28,8,12,8,30,10,8,0,0,15,0,0,0,0,71,9,0,30,64,0,0,0,0,0,0,30,38,0,3,0,0,0,10,5,59,24,66,0,0,0,47,40,51,32,56,30,25,0,15,19,9,0.0,0.0,73,0,40,57,0,21,35,0,88,29,60,0,0,0,47,11,11,75,24,0,44,15,66,23,69,7,10,7,50,10,0,0,13,0,100,0,57,81,18,17,7,0,11
2019-02-25,55,64,5,10,0,0,22,0,0,17,28,73,60,25,22,27,0,74,0,48,48,59,0,72,68,10,3,0,15,67,26,0,0,53,0,0,0,0,32,30,0,0,0,36,0,0,0,81,26,29,12,28,71,27,47,0,24,5,65,0,55,79,0,0,0,0,43,0,23,7,12,6,35,5,13,0,0,13,0,0,0,0,42,8,0,30,77,0,0,0,0,0,0,53,87,0,0,0,0,0,13,6,65,24,60,20,0,0,38,31,67,37,78,31,28,1,14,40,13,0.0,0.0,73,0,26,32,0,25,37,0,72,30,83,0,0,0,52,22,15,67,33,0,34,14,55,21,62,7,6,5,15,9,0,0,14,0,42,0,56,85,32,25,10,0,13
2019-02-26,57,65,4,10,0,0,21,0,0,14,30,67,62,20,25,24,0,79,0,42,35,61,0,75,70,9,2,0,0,71,0,0,0,30,0,0,0,0,39,32,0,0,0,44,0,0,0,83,26,27,13,23,62,25,44,0,26,6,59,0,60,79,0,0,0,0,66,0,31,6,14,7,33,7,9,0,0,29,0,0,0,0,43,8,0,30,70,0,0,0,0,0,0,44,67,0,0,0,0,0,9,5,70,22,58,19,0,0,33,37,63,32,75,30,24,1,13,42,12,0.0,0.0,80,0,29,29,0,22,37,0,76,35,84,0,0,0,37,20,0,62,36,0,32,12,51,24,70,7,5,6,16,10,0,0,16,0,47,0,52,91,33,25,9,0,12
2019-02-27,60,62,5,8,0,0,14,0,0,13,29,74,57,22,27,29,0,76,0,67,48,52,0,57,74,9,2,2,0,76,0,0,14,71,0,0,0,8,42,91,0,0,0,37,0,0,0,78,27,30,17,22,65,27,44,0,23,5,60,0,52,75,0,0,0,3,45,0,27,7,16,6,36,13,10,0,0,31,0,0,0,0,67,9,0,29,72,0,0,0,0,0,0,60,60,0,3,0,0,0,10,5,73,20,55,19,0,0,36,37,66,32,68,30,24,0,13,40,11,0.0,0.0,73,0,18,23,0,19,35,0,73,31,69,0,0,0,55,23,0,74,34,0,34,13,46,21,65,8,5,21,30,11,0,0,14,0,59,0,44,86,33,23,8,0,8
2019-02-28,63,69,5,9,0,0,14,0,0,12,22,75,65,24,23,27,2,74,0,63,43,83,0,68,69,12,4,0,0,54,0,0,0,84,0,0,0,0,35,38,0,0,0,30,0,0,0,88,27,28,16,30,62,26,41,0,28,8,72,0,64,77,0,0,0,0,54,0,35,5,13,7,45,7,14,0,0,14,0,0,0,0,66,8,0,32,68,0,0,0,0,0,0,38,64,0,3,0,0,0,9,5,72,24,65,16,0,0,35,33,69,35,74,30,21,1,14,42,13,0.0,0.0,74,0,30,37,0,17,33,0,64,29,60,0,0,0,33,16,8,67,32,0,33,13,58,27,64,8,4,11,28,11,0,0,14,0,53,0,55,82,37,25,6,0,14
2019-03-01,88,74,6,12,0,0,15,0,0,14,24,70,67,26,28,29,0,73,0,49,44,73,0,61,82,11,3,2,0,76,19,0,0,63,0,0,0,9,47,54,0,0,0,0,0,0,0,90,25,31,11,29,62,20,46,0,28,5,72,0,62,69,0,0,0,0,73,0,46,8,11,7,64,16,22,0,0,30,0,0,0,0,32,8,0,23,67,0,0,0,0,0,17,43,58,0,4,0,0,0,7,5,65,24,48,0,0,0,30,40,72,44,70,32,26,1,17,36,15,0.0,0.0,83,0,18,40,0,18,33,0,65,26,81,0,0,0,36,18,0,71,29,0,38,17,61,26,75,8,5,5,14,9,0,0,20,0,44,0,56,85,35,19,6,0,12
2019-03-02,90,69,5,15,0,0,27,0,0,10,24,70,72,26,24,28,0,68,0,70,45,42,0,41,80,12,3,0,0,66,0,0,0,93,0,0,0,0,25,54,0,0,0,0,0,0,0,85,23,29,7,27,62,19,31,0,16,5,40,0,37,54,0,0,0,0,64,0,47,8,9,0,42,13,28,0,0,32,0,0,0,0,71,10,0,22,61,0,0,0,0,0,0,20,29,0,0,0,0,0,14,7,71,26,74,28,0,0,34,38,52,28,56,38,21,0,17,22,9,0.0,0.0,75,0,25,45,0,15,23,0,74,22,43,0,0,0,41,13,9,64,44,0,40,21,62,33,63,27,18,23,60,16,0,0,20,0,73,0,50,73,34,19,4,0,7
2019-03-03,79,64,6,16,0,0,30,0,0,11,28,71,67,19,30,24,0,81,0,56,32,24,0,38,85,12,2,0,22,67,18,0,0,62,0,0,0,0,30,37,0,0,0,0,0,0,0,82,21,29,10,27,70,16,40,0,12,6,30,0,26,49,0,0,0,0,58,0,34,12,14,5,48,8,21,0,0,14,0,0,0,0,72,10,0,32,56,0,0,0,0,0,0,37,31,0,4,0,0,0,9,0,71,26,64,0,0,0,42,41,50,31,49,33,22,0,18,22,9,0.0,0.0,79,0,29,57,0,23,31,0,82,27,51,0,0,0,35,13,10,58,43,0,46,14,56,25,67,11,10,6,53,11,0,0,17,0,74,0,53,70,25,21,9,0,9
2019-03-04,59,64,5,9,0,0,15,0,0,13,26,69,61,22,26,26,0,72,0,50,31,55,0,56,68,7,2,2,0,52,0,0,15,67,0,0,0,0,30,22,0,0,0,35,0,0,0,79,22,24,15,31,65,24,44,0,21,5,62,0,47,80,0,0,0,4,29,0,22,6,13,0,24,6,10,0,0,13,0,0,0,0,43,8,0,33,76,0,0,0,0,0,0,39,78,0,2,0,0,0,10,4,59,22,54,17,0,0,47,34,61,35,71,31,24,1,16,41,10,0.0,0.0,77,0,0,34,0,23,39,0,67,31,55,0,0,0,48,23,9,54,33,0,32,13,45,21,56,8,6,5,16,9,0,0,15,0,43,0,57,78,30,24,11,0,11
2019-03-05,59,65,5,8,0,0,15,0,0,14,27,68,65,21,23,26,0,74,0,63,49,59,0,60,69,9,4,2,17,78,0,0,14,79,0,39,0,0,31,26,0,0,0,45,0,0,0,83,25,26,15,24,67,32,37,0,20,5,57,0,47,77,0,0,0,0,54,0,24,6,13,6,26,9,12,0,0,26,0,0,0,0,38,8,0,31,84,0,0,0,0,0,21,34,69,0,3,0,0,0,8,5,60,19,53,16,0,0,35,35,56,34,68,33,20,0,14,30,10,0.0,0.0,75,0,29,44,0,17,37,0,73,28,61,0,0,0,42,21,0,62,34,0,28,12,49,15,59,8,16,22,12,11,0,0,12,0,49,0,56,83,24,23,8,0,9
2019-03-06,58,65,4,9,0,0,17,0,0,13,27,73,65,25,24,24,0,76,0,62,32,57,0,63,64,10,3,4,0,69,14,0,0,43,0,0,0,8,27,69,0,0,0,55,0,0,0,84,26,25,16,29,56,21,43,0,18,4,46,0,42,71,0,0,0,0,42,0,19,6,9,6,24,7,11,0,0,30,0,0,0,0,63,9,0,28,83,0,0,0,0,0,0,49,66,0,3,0,0,0,7,5,57,19,58,0,0,0,35,32,54,34,65,27,19,0,13,32,11,0.0,0.0,75,0,17,42,0,15,32,0,73,36,45,0,0,20,42,19,0,49,34,0,33,10,48,21,66,9,9,9,12,11,0,0,14,0,64,0,48,78,33,22,8,0,13
2019-03-07,64,75,4,10,0,0,13,0,0,13,25,81,69,23,25,26,2,74,0,59,39,51,0,49,68,11,3,0,0,79,0,0,0,62,0,0,0,0,27,28,0,0,0,100,0,0,0,75,22,23,13,23,63,27,50,0,16,4,51,0,42,72,0,0,0,4,42,0,32,7,15,8,31,7,13,0,0,13,0,0,0,0,65,9,0,32,81,0,0,0,0,0,0,51,64,0,5,0,0,0,10,6,62,21,51,14,0,0,25,31,61,33,69,31,23,0,14,38,12,0.0,0.0,75,0,16,22,0,21,33,0,75,28,61,0,0,0,46,22,9,63,44,0,35,10,47,23,74,9,6,4,11,10,0,0,13,0,59,0,53,91,28,28,9,0,11
2019-03-08,71,77,6,14,0,0,30,0,0,12,25,69,66,24,24,26,0,72,0,54,34,51,0,54,76,11,3,2,0,77,0,0,19,44,0,0,0,9,27,34,0,0,0,91,0,0,0,78,23,21,13,29,57,18,47,0,17,4,48,0,41,59,0,0,0,0,54,0,35,12,10,5,45,12,21,0,0,27,0,0,0,0,30,10,0,26,67,0,0,0,0,0,0,32,50,0,3,0,0,0,9,4,59,20,66,19,0,0,32,33,63,31,60,33,22,0,15,29,11,0.0,0.0,75,0,18,51,0,20,26,0,80,22,46,0,0,0,45,23,0,50,38,0,35,14,45,23,68,9,22,6,12,11,0,0,15,0,54,0,53,87,34,18,7,0,11
2019-03-09,80,71,6,17,0,0,27,0,0,10,28,66,74,22,26,25,0,78,0,59,31,30,0,62,95,13,2,0,0,56,24,0,0,0,0,0,0,0,24,36,0,0,0,47,0,0,0,92,17,25,10,28,69,21,41,0,10,4,29,0,26,46,0,0,0,0,54,0,32,9,14,5,35,14,22,0,0,33,0,0,0,0,67,13,0,30,63,0,0,0,0,0,0,23,26,0,6,0,0,0,14,6,59,19,61,0,0,0,39,35,56,30,55,36,22,0,16,22,9,0.0,0.0,76,0,25,66,0,18,28,0,77,23,47,0,0,0,36,14,0,74,39,0,47,13,60,27,59,27,17,20,51,14,0,0,18,0,66,0,47,86,25,16,6,0,8
2019-03-10,74,60,6,18,0,0,13,0,0,12,26,69,64,21,27,25,0,76,0,54,34,41,0,46,73,10,2,0,0,73,0,0,0,70,0,0,0,0,20,26,0,0,0,56,0,0,0,81,24,23,10,32,64,22,36,0,9,3,23,0,22,40,0,0,0,0,40,0,23,7,15,0,32,11,14,0,0,13,0,0,0,0,77,11,0,22,67,0,0,0,0,0,0,28,26,0,15,0,0,0,13,0,68,16,55,0,0,0,43,34,42,28,45,32,21,0,18,19,8,0.0,0.0,73,0,30,48,0,20,35,0,89,26,58,0,0,0,43,15,0,77,32,0,41,11,57,27,69,11,6,13,68,11,0,0,14,0,80,0,63,73,19,19,8,0,10
2019-03-11,58,62,5,12,0,0,19,0,0,16,27,71,65,25,27,26,0,77,0,52,39,72,0,50,62,9,2,2,17,75,0,0,20,60,0,28,0,13,25,25,0,0,0,59,0,0,0,80,23,24,13,27,54,28,36,0,14,5,48,0,36,71,0,0,0,0,28,0,19,7,10,8,24,7,7,0,0,12,0,0,0,0,51,9,0,34,76,0,0,0,0,0,0,53,69,0,32,0,0,0,11,0,62,24,73,0,0,0,53,34,66,32,70,30,23,0,13,37,9,0.0,0.0,76,0,22,52,0,21,34,0,75,26,53,0,0,0,52,16,7,70,39,0,37,15,47,22,66,9,5,6,16,9,0,0,11,0,42,0,66,93,28,24,10,0,13
2019-03-12,59,63,5,10,0,0,22,0,0,12,26,68,65,21,24,26,0,72,0,48,28,64,0,59,61,11,2,2,14,62,19,0,0,80,0,0,0,0,25,30,0,0,0,66,0,0,0,83,24,27,15,25,62,24,48,0,16,5,45,0,38,72,0,0,0,4,43,0,19,6,13,6,27,6,7,0,0,23,0,0,0,0,50,7,0,31,80,0,0,0,0,0,0,58,75,0,41,0,0,0,8,0,65,20,49,19,0,0,22,33,53,33,65,31,24,0,13,39,10,0.0,0.0,76,0,23,31,0,16,34,0,79,30,40,0,0,0,34,19,9,64,41,0,37,13,48,22,69,8,6,20,11,11,0,0,9,0,52,0,57,96,33,24,12,0,12
